time,open,high,low,close,Up,Down,Daily High,Daily Low
1783976400,162.426,162.487,161.606,162.268,,,162.487,161.606
1784062800,162.197,162.424,161.895,162.195,,,162.424,161.895
1784149200,162.161,162.549,161.982,162.373,,,162.549,161.982
1784235600,162.43,162.522,162.127,162.414,,,162.522,162.127
1784494800,162.463,162.602,162.2,162.505,,,162.602,162.2
1784581200,162.507,163.241,162.432,163.198,,,163.241,162.432
1784667600,163.182,163.229,162.666,163.166,,,163.229,162.666
1784754000,163.131,163.988,162.996,163.868,,,163.988,162.996
1784840400,163.868,163.938,163.644,163.85,,,163.938,163.644
1785099600,163.587,163.799,163.33,163.746,,,163.799,163.33
1785186000,163.714,163.951,163.645,163.869,,,163.951,163.645
1785272400,163.796,163.908,163.23,163.438,,,163.908,163.23
1785358800,163.406,163.74,157.953,159.547,,,163.74,157.953
1785445200,159.495,160.884,157.275,157.452,,,160.884,157.275
1785704400,157.165,157.888,155.226,157.195,,,157.888,155.226
1785790800,157.201,157.96,157.19,157.746,,,157.96,157.19
1785877200,157.772,157.876,157.306,157.77,,,157.876,157.306
1785963600,157.746,158.556,157.56,158.462,,,158.556,157.56
1786050000,158.454,158.575,156.666,157.805,,,158.575,156.666
1786309200,157.72,159.368,157.629,159.308,,,159.368,157.629
1786395600,159.244,159.389,158.921,159.29,,,159.389,158.921
1786482000,159.29,159.547,158.576,159.426,,,159.547,158.576
1786568400,159.427,159.567,159.024,159.518,,,159.567,159.024
1786654800,159.497,159.539,158.603,159.321,,,159.539,158.603
1786914000,159.342,159.598,158.846,159.469,,,159.598,158.846
1787000400,159.489,159.78,159.298,159.627,,,159.78,159.298
1787086800,159.65,159.65,158.044,158.158,,,159.65,158.044
1787173200,158.143,159.184,158.029,159.069,,,159.184,158.029
1787259600,159.042,159.134,158.354,158.982,,,159.134,158.354
1787518800,159.002,159.283,158.558,159.104,,,159.283,158.558
1787605200,159.103,159.493,159.056,159.204,,,159.493,159.056
1787691600,159.23,159.446,158.881,159.316,,,159.446,158.881
1787778000,159.314,159.529,159.116,159.402,,,159.529,159.116
1787864400,159.39,160.204,159.296,160.104,,,160.204,159.296
1788123600,160.084,160.201,159.474,159.74,,,160.201,159.474
1788210000,159.752,160.275,159.634,160.198,,,160.275,159.634
1788296400,160.183,160.394,158.209,158.732,,,160.394,158.209
1788382800,158.695,158.968,157.374,157.383,,,158.968,157.374
